season,episode,line_number,start_time,end_time,lines
4,2,85,"00:06:15,453","00:06:17,321","A toast.
"
4,2,86,"00:06:17,323","00:06:20,707","To the proud Lannister children.
"
4,2,87,"00:06:20,742","00:06:23,627","The dwarf, the cripple,
and the mother of madness.
"
4,2,88,"00:06:23,661","00:06:25,278","— Oh!
— I'll clean it up.
"
4,2,89,"00:06:25,313","00:06:27,331","No, I'll do it.
Leave us.
"
4,2,90,"00:06:30,051","00:06:32,469","It's only wine.
"
4,2,91,"00:06:41,512","00:06:43,513","I can't fight anymore.
"
4,2,92,"00:06:43,515","00:06:45,182","What about your left?
"
4,2,93,"00:06:46,684","00:06:50,020","I can hold a sword, but all
my instincts are wrong.
"
4,2,94,"00:06:50,071","00:06:52,155","How can I protect the king
"
4,2,95,"00:06:52,190","00:06:53,857","when I can hardly
wipe my own ass?
"
4,2,96,"00:06:53,908","00:06:56,526","You're the Lord Commander now.
Command.
"
4,2,97,"00:06:56,528","00:06:59,446","Let others do the fighting.
"
4,2,98,"00:06:59,497","00:07:02,666","When was the last time
Father used a sword?
"
4,2,99,"00:07:02,700","00:07:05,085","I'm not Father.
I'm the Kingslayer.
"
4,2,100,"00:07:05,119","00:07:07,254","When people find out
I can't slay a pigeon...
"
4,2,101,"00:07:07,288","00:07:10,540","Train, then.
Learn to fight with your other hand.
"
4,2,102,"00:07:10,542","00:07:13,927","With whom? You?
Men talk.
"
4,2,103,"00:07:13,961","00:07:16,513","Soon as someone discovers I can't
fight, he'll tell everyone.
"
4,2,104,"00:07:19,050","00:07:22,052","You need a proper,
discreet swordsman.
"
4,2,105,"00:07:22,103","00:07:25,722","As it happens,
I have just the one.
"
4,2,106,"00:07:34,482","00:07:37,567","My brother tells me you
can keep your mouth shut.
"
4,2,107,"00:07:37,569","00:07:39,569","Unusual talent for a sellsword.
"
4,2,108,"00:07:39,571","00:07:41,738","He tells me you shit gold
"
4,2,109,"00:07:41,789","00:07:44,624","just like your father.
"
4,2,110,"00:07:44,659","00:07:46,543","Is this place safe?
"
4,2,111,"00:07:48,746","00:07:51,081","There's this knight, Leygood,
"
4,2,112,"00:07:51,083","00:07:53,717","— got thunderbolts on his shield.
— Uh–huh.
"
4,2,113,"00:07:53,751","00:07:56,253","Right here is where
I fuck his wife.
"
4,2,114,"00:07:56,255","00:07:58,588","She's a screamer, that one.
"
4,2,115,"00:07:58,590","00:08:01,341","If they don't hear her,
they won't hear us.
"
4,2,116,"00:08:02,927","00:08:05,595","( whistles ) I've never
seen Valyrian steel before.
"
4,2,117,"00:08:05,597","00:08:07,981","She's a beauty.
The problem is,
"
4,2,118,"00:08:08,015","00:08:10,350","if you fight with
an edged blade,
"
4,2,119,"00:08:10,401","00:08:12,569","I'll have to.
"
4,2,120,"00:08:12,603","00:08:14,020","And if I fight with
an edged blade,
"
4,2,121,"00:08:14,071","00:08:16,490","I'll have no one left to pay me.
"
4,2,122,"00:08:16,524","00:08:18,241","( blade clatters )
"
4,2,123,"00:08:18,276","00:08:20,610","I haven't used a sparring
sword since I was nine.
"
4,2,124,"00:08:25,450","00:08:27,167","Ah!
"
4,2,125,"00:08:27,201","00:08:30,504","Bold warrior you are, attacking
a man when his guard's down.
"
4,2,126,"00:08:30,538","00:08:32,839","Best time to attack a man.
"
4,2,127,"00:08:34,792","00:08:36,877","Mind yourself.
"
4,2,128,"00:08:38,713","00:08:41,298","— If I still had my right hand...
— Plan on growing it back?
"
4,2,129,"00:08:55,897","00:08:57,697","Come on, then.
"
4,2,130,"00:09:08,993","00:09:10,911","Man:
<i>Open the gates!</i>
"
4,2,131,"00:09:12,914","00:09:14,831","<i>Riders coming in!</i>
"
4,2,132,"00:09:18,002","00:09:19,803","( horse whinnies )
"
4,2,133,"00:09:30,515","00:09:33,350","Man: — <i>Let's get these
horses seen to!</i>
"
4,2,134,"00:09:35,653","00:09:37,821","Father.
Welcome home.
"
4,2,135,"00:09:37,855","00:09:41,942","Walda, this is
Ramsay Snow, my bastard.
"
4,2,136,"00:09:41,993","00:09:44,027","A pleasure, Mother.
"
4,2,137,"00:09:44,078","00:09:46,112","Hello.
"
4,2,138,"00:09:46,163","00:09:48,832","Roose: — <i>See that the horses are
fed, watered, and rubbed down.</i>
"
4,2,139,"00:09:48,866","00:09:52,168","And take Lady Walda
to her chambers.
"
4,2,140,"00:09:52,203","00:09:54,204","This way, my lady.
"
4,2,141,"00:09:54,255","00:09:56,339","Where is your prize?
"
4,2,142,"00:09:56,374","00:09:57,958","With the hounds.
"
4,2,143,"00:09:59,343","00:10:01,595","I'll have a look at him.
"
4,2,144,"00:10:07,018","00:10:09,219","I hear you took a hand
from the Kingslayer.
"
4,2,145,"00:10:09,270","00:10:12,055","Word travels.
How he screamed.
"
4,2,146,"00:10:12,057","00:10:14,558","— You would have loved it.
— ( laughs )
"
4,2,147,"00:10:23,901","00:10:25,735","Father.
"
4,2,148,"00:10:34,245","00:10:36,046","What did you do to him?
"
4,2,149,"00:10:36,080","00:10:40,383","I trained him.
He was a slow learner, but he learned.
"
4,2,150,"00:10:40,418","00:10:43,053","You flayed him.
"
4,2,151,"00:10:43,087","00:10:45,422","Peeled a few bits.
"
4,2,152,"00:10:45,473","00:10:47,424","Removed a few others.
"
4,2,153,"00:10:49,927","00:10:52,312","This was Balon Greyjoy's
son and heir.
"
4,2,154,"00:10:52,346","00:10:54,764","We've been flaying
our enemies for 1,000 years.
"
4,2,155,"00:10:54,766","00:10:56,850","The flayed man
is on our banners.
"
4,2,156,"00:10:56,901","00:10:58,735","My banners, not yours.
"
4,2,157,"00:10:58,769","00:11:00,770","You're not a Bolton.
You're a Snow.
"
4,2,158,"00:11:04,442","00:11:06,943","Tywin Lannister has given
me the North.
"
4,2,159,"00:11:06,994","00:11:09,496","But he won't lift a finger
to help me take it.
"
4,2,160,"00:11:09,530","00:11:11,414","As long as the ironborn
hold Moat Cailin,
"
4,2,161,"00:11:11,449","00:11:13,650","<i>our armies are trapped</i>
<i>south of the Neck.</i>
"
4,2,162,"00:11:13,684","00:11:16,953","Theon was a valuable
hostage, not your plaything.
"
4,2,163,"00:11:16,955","00:11:20,423","I wanted to trade him
for Moat Cailin.
"
4,2,164,"00:11:20,458","00:11:22,258","I already asked.
"
4,2,165,"00:11:22,293","00:11:25,762","Lord Greyjoy refused.
Savages have no–
"
4,2,166,"00:11:25,796","00:11:28,798","You sent terms to Balon
Greyjoy without my consent?
"
4,2,167,"00:11:28,800","00:11:30,884","You made me acting
Lord of the Dreadfort.
"
4,2,168,"00:11:30,935","00:11:32,385","I acted.
"
4,2,169,"00:11:38,392","00:11:41,027","I had to smuggle myself
into my own lands
"
4,2,170,"00:11:41,062","00:11:42,862","thanks to the Greyjoys.
"
4,2,171,"00:11:42,897","00:11:44,864","I needed Theon.
"
4,2,172,"00:11:44,899","00:11:46,816","I needed him whole.
"
4,2,173,"00:11:46,867","00:11:50,320","Theon was our enemy.
"
4,2,174,"00:11:50,371","00:11:52,372","But Reek,
"
4,2,175,"00:11:52,406","00:11:55,241","Reek will never betray us.
"
4,2,176,"00:11:56,410","00:11:58,995","I placed far too much
trust in you.
"
4,2,177,"00:12:07,805","00:12:11,675","Reek, how could you let me stand
before my father unshaven?
"
4,2,178,"00:12:11,677","00:12:15,178","— <i> It's disrespectful.</i>
— I'm sorry, my lord.
"
4,2,179,"00:12:17,398","00:12:19,516","Give him the razor.
"
4,2,180,"00:12:27,358","00:12:30,610","If I'm not a Bolton,
Father, what does it matter?
"
4,2,181,"00:12:38,753","00:12:40,286","Go on, Reek.
"
4,2,182,"00:12:40,337","00:12:42,756","<i>A nice close shave.</i>
"
4,2,183,"00:13:03,027","00:13:06,479","Reek, tell Father
"
4,2,184,"00:13:06,530","00:13:09,566","where are Bran and Rickon Stark?
"
4,2,185,"00:13:09,568","00:13:11,618","I don't know, my lord.
"
4,2,186,"00:13:11,652","00:13:13,403","You murdered them
"
4,2,187,"00:13:13,437","00:13:17,207","and displayed their corpses
at Winterfell.
"
4,2,188,"00:13:17,241","00:13:20,660","Ramsay:<i> — Reek,</i>
"
4,2,189,"00:13:20,694","00:13:22,912","did you murder the Stark boys?
"
4,2,190,"00:13:22,963","00:13:25,131","No, my lord.
"
4,2,191,"00:13:25,166","00:13:26,416","Just two farm boys.
"
4,2,192,"00:13:26,467","00:13:29,419","Ramsay: — <i>And crisped them
so no one would know.</i>
"
4,2,193,"00:13:29,470","00:13:32,088","Theon:
<i>Yes, my lord.</i>
"
4,2,194,"00:13:33,891","00:13:36,593","The Starks have always
ruled the North.
"
4,2,195,"00:13:36,644","00:13:39,312","If Bran and Rickon are alive,
"
4,2,196,"00:13:39,346","00:13:41,931","the country will rally
to their side
"
4,2,197,"00:13:41,933","00:13:44,150","now that Robb Stark is gone.
"
4,2,198,"00:13:46,320","00:13:49,189","<i>Oh, that's right, Reek.</i>
"
4,2,199,"00:13:50,624","00:13:52,659","Robb Stark is dead.
"
4,2,200,"00:13:52,693","00:13:55,445","<i>Sorry.</i>
"
4,2,201,"00:13:55,447","00:13:57,747","<i>I know he was like</i>
<i>a brother to you.</i>
"
4,2,202,"00:13:57,782","00:14:00,700","But my father put a knife
through his heart.
"
4,2,203,"00:14:04,004","00:14:06,122","How do you feel about that?
"
4,2,204,"00:14:19,603","00:14:22,021","— You ready for a hunt?
— Always.
"
4,2,205,"00:14:22,056","00:14:25,308","Find those boys and I'll give
you 1,000 acres and a holdfast.
"
4,2,206,"00:14:25,310","00:14:27,360","Your pet rat have any thoughts
"
4,2,207,"00:14:27,394","00:14:29,612","on which way they went
after Winterfell?
"
4,2,208,"00:14:31,615","00:14:33,783","Jon Snow is at Castle Black.
"
4,2,209,"00:14:35,202","00:14:37,153","Who the fuck is Jon Snow?
"
4,2,210,"00:14:37,155","00:14:38,538","Their bastard brother.
"
4,2,211,"00:14:38,572","00:14:40,824","He could be sheltering them.
"
4,2,212,"00:14:40,875","00:14:42,458","He may know where they are.
"
4,2,213,"00:14:44,078","00:14:47,547","Even if he doesn't,
he's half Stark himself.
"
4,2,214,"00:14:47,581","00:14:49,215","Could be a threat.
"
4,2,215,"00:14:49,250","00:14:51,401","You want to prove
yourself a Bolton?
"
4,2,216,"00:14:51,435","00:14:55,004","Gather whatever men you can
and ride for Moat Cailin.
"
4,2,217,"00:14:55,006","00:14:57,257","Bring this creature of yours.
"
4,2,218,"00:14:58,475","00:15:00,593","Maybe he'll be of some use.
"
4,2,219,"00:15:02,980","00:15:05,014","Take the Moat for the family,
"
4,2,220,"00:15:05,065","00:15:06,733","for<i> our</i> family,
"
4,2,221,"00:15:06,767","00:15:09,269","and I'll reconsider
your position.
"
4,2,222,"00:15:12,356","00:15:15,825","Lord Varys.
Breakfasting with the king?
"
4,2,223,"00:15:15,860","00:15:19,162","I'm afraid foreigners aren't
welcome at such exclusive affairs.
"
4,2,224,"00:15:19,196","00:15:21,998","— Oh, to be foreign.
— Ahem.
"
4,2,225,"00:15:22,032","00:15:24,167","Shae has been noticed.
"
4,2,226,"00:15:24,201","00:15:25,702","Sansa's maid saw you with her.
"
4,2,227,"00:15:25,704","00:15:27,420","She already told your sister.
"
4,2,228,"00:15:27,504","00:15:29,706","It's only a matter of time
before your father hears.
"
4,2,229,"00:15:29,708","00:15:32,876","So I'm guilty of being seen
with my own wife's handmaiden.
"
4,2,230,"00:15:32,927","00:15:34,711","My father will ask you
if there's anything more
"
4,2,231,"00:15:34,713","00:15:36,379","and you'll tell him
some clever lie.
"
4,2,232,"00:15:36,430","00:15:38,131","No, I will not.
"
4,2,233,"00:15:38,182","00:15:41,434","How long do you imagine your father
and sister would let me live
"
4,2,234,"00:15:41,468","00:15:43,803","if they suspected me of lying?
"
4,2,235,"00:15:43,854","00:15:46,222","I have no pet sellsword
to protect me.
"
4,2,236,"00:15:46,273","00:15:48,308","No legendary brother
to avenge me.
"
4,2,237,"00:15:48,359","00:15:50,777","<i>Only little birds</i>
<i>who whisper in my ear.</i>
"
4,2,238,"00:15:50,811","00:15:52,595","Forgive me
if I don't weep for you.
"
4,2,239,"00:15:52,630","00:15:55,648","No one weeps
for spiders or whores.
"
4,2,240,"00:15:55,699","00:15:58,818","I have friends across
the sea who could help her.
"
4,2,241,"00:15:58,869","00:16:00,370","She won't leave.
"
4,2,242,"00:16:00,404","00:16:01,654","I've told her this is
a dangerous place
"
4,2,243,"00:16:01,705","00:16:03,573","so many times,
she no longer believes it.
"
4,2,244,"00:16:03,624","00:16:06,576","Your father has promised to hang
the next whore he finds you with.
"
4,2,245,"00:16:06,627","00:16:10,163","Have you ever known your
father to make an idle threat?
"
4,2,246,"00:16:13,217","00:16:15,385","From House Tyrell and the
people of the Reach,
"
4,2,247,"00:16:15,419","00:16:19,589","Your Grace, it is my honor to
present you with this wedding cup.
"
4,2,248,"00:16:19,640","00:16:22,175","May you and my daughter Margaery
"
4,2,249,"00:16:22,226","00:16:24,010","drink deep and live long.
"
4,2,250,"00:16:24,061","00:16:26,429","A handsome goblet, my lord.
"
4,2,251,"00:16:26,480","00:16:29,098","Or shall I call you Father?
"
4,2,252,"00:16:29,149","00:16:31,684","I shall be honored, Your Grace.
"
4,2,253,"00:16:39,026","00:16:41,427","She's the whore
I told you about.
"
4,2,254,"00:16:41,462","00:16:43,279","The dark-haired one.
"
4,2,255,"00:16:44,949","00:16:47,951","Have her brought to the Tower
of the Hand before the wedding.
"
4,2,256,"00:16:58,462","00:16:59,796","A book?
"
4,2,257,"00:16:59,798","00:17:02,265","«The Lives of Four Kings.»
Grand Maester Kaeth's history
"
4,2,258,"00:17:02,299","00:17:04,600","of the reigns of
Daeron the Young Dragon,
"
4,2,259,"00:17:04,635","00:17:09,105","Baelor the Blessed, Aegon the
Unworthy, and Daeron the Good.
"
4,2,260,"00:17:09,139","00:17:10,807","A book every king should read.
"
4,2,261,"00:17:19,984","00:17:21,985","Now that the war is won,
"
4,2,262,"00:17:22,036","00:17:25,204","we should all find
time for wisdom.
"
4,2,263,"00:17:26,290","00:17:28,491","Thank you, Uncle.
"
4,2,264,"00:17:40,137","00:17:42,755","One of only two Valyrian
steel swords in the capital,
"
4,2,265,"00:17:42,806","00:17:46,676","Your Grace, freshly
forged in your honor.
"
4,2,266,"00:17:59,490","00:18:03,509","Careful, Your Grace.
Nothing cuts like Valyrian steel.
"
4,2,267,"00:18:03,544","00:18:05,828","So they say.
"
4,2,268,"00:18:14,054","00:18:15,872","( panting )
"
4,2,269,"00:18:17,207","00:18:19,425","Such a great sword
should have a name.
"
4,2,270,"00:18:19,460","00:18:22,261","— What shall I call her?
— Man:<i> Stormbringer.</i>
"
4,2,271,"00:18:22,379","00:18:24,430","— Man #2:<i> Terminus.</i>
— Man #3:<i> Widow's Wail.</i>
"
4,2,272,"00:18:24,465","00:18:26,966","— Man #4:<i> Wolfsbane.</i>
— Widow's Wail. I like that.
"
4,2,273,"00:18:27,017","00:18:29,302","( chuckles )
"
4,2,274,"00:18:29,353","00:18:31,387","Every time I use it,
it'll be like cutting off
"
4,2,275,"00:18:31,389","00:18:33,056","Ned Stark's head all over again.
"
4,2,276,"00:18:55,129","00:18:57,080","<i>( door opens )</i>
"
4,2,277,"00:19:01,502","00:19:03,302","Don't.
"
4,2,278,"00:19:05,339","00:19:07,390","You want me on the desk?
"
4,2,279,"00:19:09,510","00:19:13,062","— <i> What's wrong, my lion?</i>
— Don't call me that.
"
4,2,280,"00:19:13,097","00:19:15,765","What should I call you?
"
4,2,281,"00:19:15,816","00:19:18,768","I'm afraid our friendship
can't continue.
"
4,2,282,"00:19:18,770","00:19:20,570","Our friendship?
"
4,2,283,"00:19:20,604","00:19:22,939","There's a ship waiting in
the harbor bound for Pentos.
"
4,2,284,"00:19:24,024","00:19:25,191","What?
"
4,2,285,"00:19:25,242","00:19:26,659","You'll have your own
cabin, of course,
"
4,2,286,"00:19:26,693","00:19:31,080","and across the Narrow Sea
a house, servants.
"
4,2,287,"00:19:32,332","00:19:33,783","What is this?
"
4,2,288,"00:19:33,785","00:19:36,002","I'm a married man.
"
4,2,289,"00:19:36,036","00:19:38,921","My wife has suffered a great
deal, as you well know.
"
4,2,290,"00:19:38,956","00:19:42,091","<i>I don't want her to suffer
anymore on my account.</i>
"
4,2,291,"00:19:42,126","00:19:44,293","I need to uphold my vows.
"
4,2,292,"00:19:44,295","00:19:46,963","She doesn't want you.
"
4,2,293,"00:19:46,965","00:19:49,632","— <i> I need to do right by her.</i>
— You don't want her.
"
4,2,294,"00:19:49,634","00:19:51,350","By our children.
"
4,2,295,"00:19:53,637","00:19:55,721","— What are you afraid of?
— I'm not afraid.
"
4,2,296,"00:19:55,772","00:19:59,142","You are. You are afraid of
your father and your sister.
"
4,2,297,"00:19:59,193","00:20:01,861","— You're going to run from them all your life?
— I need you to leave.
"
4,2,298,"00:20:01,895","00:20:04,897","I'm not afraid of them.
I'm not going to run.
"
4,2,299,"00:20:04,948","00:20:07,283","— Shae.
— We will fight them together.
"
4,2,300,"00:20:07,317","00:20:09,652","It's like you said,
I am yours and you are mine.
"
4,2,301,"00:20:09,703","00:20:11,821","You're a whore!
"
4,2,302,"00:20:14,158","00:20:17,043","Sansa is fit to bear
my children and you are not.
"
4,2,303,"00:20:17,077","00:20:19,545","I can't be in love with a whore.
"
4,2,304,"00:20:19,580","00:20:21,998","I can't have children
with a whore.
"
4,2,305,"00:20:22,000","00:20:24,717","How many men have you been with?
"
4,2,306,"00:20:24,751","00:20:27,003","500? 5,000?
"
4,2,307,"00:20:32,843","00:20:35,294","How many whores
have you been with?
"
4,2,308,"00:20:35,329","00:20:37,480","I have enjoyed my time
with all of them
"
4,2,309,"00:20:37,514","00:20:39,599","and I have enjoyed my time
with you most of all.
"
4,2,310,"00:20:39,650","00:20:41,934","But now that time is over.
"
4,2,311,"00:20:45,355","00:20:47,823","<i>( Shae crying )</i>
"
4,2,312,"00:20:57,701","00:21:00,920","You'll have a comfortable
life in Pentos.
"
4,2,313,"00:21:02,923","00:21:05,791","Bronn will escort you
to your ship.
"
4,2,314,"00:21:23,110","00:21:25,728","<i>( door closes )</i>
"
4,2,315,"00:21:31,235","00:21:33,786","<i> ( woman screaming )</i>
Melisandre: — Hear us now.
"
4,2,316,"00:21:33,820","00:21:36,405","Accept these tokens
of our faith, my lord,
"
