season,episode,line_number,start_time,end_time,lines
4,1,645,"00:40:32,727","00:40:35,095","Your Grace?
"
4,1,646,"00:40:35,130","00:40:37,698","Yes, yes,
one guard at the–
"
4,1,647,"00:40:37,766","00:40:39,533","the thing.
Go on.
"
4,1,648,"00:40:39,567","00:40:42,770","Ser Meryn will guard
Lady Margaery and Tommen.
"
4,1,649,"00:40:42,804","00:40:45,439","I've always guarded
the king himself, my lord.
"
4,1,650,"00:40:45,473","00:40:47,675","Ever since your absence.
"
4,1,651,"00:40:47,709","00:40:49,777","And I thank you
for it, Ser Meryn.
"
4,1,652,"00:40:49,811","00:40:52,513","All very good.
I don't expect any trouble.
"
4,1,653,"00:40:52,547","00:40:54,315","The people love their king.
"
4,1,654,"00:40:54,349","00:40:55,849","They know who keeps them fed.
"
4,1,655,"00:40:55,884","00:40:57,885","Margaery Tyrell, I've heard.
"
4,1,656,"00:40:59,354","00:41:00,888","By my leave.
"
4,1,657,"00:41:00,922","00:41:04,091","They know I saved the city.
They know I won the war.
"
4,1,658,"00:41:04,125","00:41:06,093","The war's not won.
Not while Stannis lives.
"
4,1,659,"00:41:06,127","00:41:08,495","I broke Stannis
on the Blackwater.
"
4,1,660,"00:41:08,530","00:41:10,931","Pity you weren't
there to help, Uncle.
"
4,1,661,"00:41:10,965","00:41:13,701","My apologies, Your Grace.
I was rather busy.
"
4,1,662,"00:41:13,735","00:41:15,936","Busy getting captured.
"
4,1,663,"00:41:17,305","00:41:19,973","So this is the famous
«Book of Brothers»?
"
4,1,664,"00:41:20,008","00:41:22,976","All the great deeds
of all the great Kingsguard.
"
4,1,665,"00:41:25,680","00:41:29,083","Ser Arthur Dayne.
The Sword of the Morning.
"
4,1,666,"00:41:29,117","00:41:30,951","( chuckles )
"
4,1,667,"00:41:30,985","00:41:34,121","Led the attack
on the Kingswood Brotherhood.
"
4,1,668,"00:41:34,155","00:41:36,490","Defeated the Smiling Knight
in single combat.
"
4,1,669,"00:41:36,524","00:41:39,259","Ser Duncan the Tall.
"
4,1,670,"00:41:39,294","00:41:41,195","( laughs )
"
4,1,671,"00:41:41,229","00:41:43,697","Four pages for Ser Duncan.
"
4,1,672,"00:41:43,732","00:41:45,299","He must have been quite a man.
"
4,1,673,"00:41:45,333","00:41:47,167","So they say.
"
4,1,674,"00:41:49,371","00:41:51,672","Ser Jaime Lannister.
"
4,1,675,"00:41:51,706","00:41:53,907","( chuckles )
"
4,1,676,"00:41:55,610","00:41:58,746","Someone forgot to write down
all your great deeds.
"
4,1,677,"00:41:58,780","00:42:01,715","— There's still time.
— Is there?
"
4,1,678,"00:42:01,750","00:42:04,918","For a 40–year–old knight
with one hand?
"
4,1,679,"00:42:06,020","00:42:08,122","How can you protect me
with that?
"
4,1,680,"00:42:08,156","00:42:09,723","I use my left hand
now, Your Grace.
"
4,1,681,"00:42:09,758","00:42:11,992","Makes for more of a contest.
"
4,1,682,"00:42:29,577","00:42:31,678","Daenerys: Have you ever been
to Meereen?
"
4,1,683,"00:42:31,713","00:42:34,148","Several times, Your Grace,
with Master Kraznys.
"
4,1,684,"00:42:34,182","00:42:35,582","And?
"
4,1,685,"00:42:35,617","00:42:37,785","They say 1,000 slaves died
"
4,1,686,"00:42:37,819","00:42:39,620","building the Great
Pyramid of Meereen.
"
4,1,687,"00:42:39,654","00:42:41,889","And now an army
of former slaves
"
4,1,688,"00:42:41,923","00:42:44,291","is marching to her gates.
"
4,1,689,"00:42:44,325","00:42:46,527","You think the Great
Masters are worried?
"
4,1,690,"00:42:46,561","00:42:49,530","If they're smart, Your Grace.
"
4,1,691,"00:42:53,067","00:42:55,536","You were told to ride
at the back of the train.
"
4,1,692,"00:42:55,570","00:42:57,304","Yes, my queen.
"
4,1,693,"00:42:57,338","00:43:00,107","But I need to speak to you
about something important.
"
4,1,694,"00:43:00,141","00:43:03,076","A matter of strategy.
"
4,1,695,"00:43:07,115","00:43:08,615","Your Grace.
"
4,1,696,"00:43:12,353","00:43:14,822","All right, what is this
matter of strategy?
"
4,1,697,"00:43:17,692","00:43:19,793","A dusk rose.
"
4,1,698,"00:43:19,828","00:43:22,229","Would you like to walk at the back
of the train instead of riding?
"
4,1,699,"00:43:22,263","00:43:25,265","And this one's called
lady's lace.
"
4,1,700,"00:43:25,300","00:43:27,367","Would you like
to walk without shoes?
"
4,1,701,"00:43:27,402","00:43:29,636","You have to know
a land to rule it.
"
4,1,702,"00:43:29,671","00:43:31,772","Its plants, its rivers,
"
4,1,703,"00:43:31,806","00:43:34,508","its roads, its people.
"
4,1,704,"00:43:34,542","00:43:36,910","Dusk rose tea eases fever.
"
4,1,705,"00:43:36,945","00:43:38,679","Everyone in Meereen knows that.
"
4,1,706,"00:43:38,713","00:43:41,014","Especially the slaves
who have to make the tea.
"
4,1,707,"00:43:41,049","00:43:42,549","If you want them to follow you,
"
4,1,708,"00:43:42,584","00:43:44,218","you have to become
a part of their world.
"
4,1,709,"00:43:44,252","00:43:45,619","Strategy.
"
4,1,710,"00:43:48,556","00:43:50,457","Harpy's Gold.
"
4,1,711,"00:43:50,492","00:43:52,092","No tea from this one.
"
4,1,712,"00:43:52,126","00:43:54,394","Beautiful but poisonous.
"
4,1,713,"00:44:00,935","00:44:02,936","You are a gambler, aren't you?
"
4,1,714,"00:44:10,478","00:44:12,613","Your Grace.
"
4,1,715,"00:44:20,355","00:44:22,289","<i>( man shouts in Valyrian )</i>
"
4,1,716,"00:44:44,145","00:44:47,481","There's one on every mile marker
between here and Meereen.
"
4,1,717,"00:44:47,515","00:44:50,817","How many miles are there between
here and Meereen?
"
4,1,718,"00:44:50,852","00:44:54,254","163, Your Grace.
"
4,1,719,"00:44:54,289","00:44:56,423","Barristan: <i>I'll tell our men to ride</i>
<i>ahead and bury them.</i>
"
4,1,720,"00:44:56,457","00:44:57,958","You don't need to see this.
"
4,1,721,"00:44:57,992","00:45:01,061","You will do no such thing.
"
4,1,722,"00:45:01,095","00:45:04,798","I will see each
and every one of their faces.
"
4,1,723,"00:45:06,301","00:45:09,069","Remove her collar
before you bury her.
"
4,1,724,"00:45:15,977","00:45:17,744","Brienne:
<i>There she is.</i>
"
4,1,725,"00:45:17,779","00:45:20,113","Jaime:
Yes, there she is.
"
4,1,726,"00:45:21,549","00:45:24,384","— And?
— You made a promise.
"
4,1,727,"00:45:24,452","00:45:27,621","To return the Stark girls
to their mother who is now dead.
"
4,1,728,"00:45:27,655","00:45:29,222","To keep them safe.
"
4,1,729,"00:45:29,257","00:45:31,224","Well, Arya Stark
hasn't been seen
"
4,1,730,"00:45:31,259","00:45:32,926","since her father was killed.
"
4,1,731,"00:45:32,961","00:45:35,596","Where do you think she is?
My money's on dead.
"
4,1,732,"00:45:35,630","00:45:37,731","There's a certain safety
in death, wouldn't you say?
"
4,1,733,"00:45:37,765","00:45:41,034","And Sansa Stark is now
Sansa Lannister.
"
4,1,734,"00:45:41,069","00:45:42,869","Bit of a complication.
"
4,1,735,"00:45:42,904","00:45:45,439","A complication does not
release you from a vow.
"
4,1,736,"00:45:45,473","00:45:47,674","What do you want me to do?
Kidnap my sister-in-law?
"
4,1,737,"00:45:47,742","00:45:50,410","And take her where?
Where would she be safer than here?
"
4,1,738,"00:45:50,445","00:45:52,245","Look me in the eye and tell me
"
4,1,739,"00:45:52,280","00:45:54,581","that you think she'll be
safe in King's Landing.
"
4,1,740,"00:46:00,455","00:46:03,690","Are you sure we're not related?
"
4,1,741,"00:46:03,725","00:46:05,993","Ever since I've returned,
every Lannister I've seen
"
4,1,742,"00:46:06,027","00:46:07,628","has been a miserable
pain in my ass.
"
4,1,743,"00:46:07,662","00:46:09,162","Maybe you're a Lannister, too.
"
4,1,744,"00:46:09,197","00:46:12,032","You've got the hair for it
if not the looks.
"
4,1,745,"00:46:29,784","00:46:32,219","<i>( footsteps )</i>
"
4,1,746,"00:46:35,657","00:46:38,892","<i>( footsteps stop )</i>
"
4,1,747,"00:46:38,926","00:46:40,394","( gasps )
"
4,1,748,"00:47:03,184","00:47:05,552","— ( gasps )
— It's all right.
"
4,1,749,"00:47:05,586","00:47:07,688","It's all right.
It's all right.
"
4,1,750,"00:47:09,490","00:47:11,925","— You're drunk.
— Yes.
"
4,1,751,"00:47:11,959","00:47:14,428","I have good reason to be.
"
4,1,752,"00:47:14,462","00:47:18,265","Once I was a knight.
Now I'm only a fool.
"
4,1,753,"00:47:19,967","00:47:22,202","Don't you know me?
"
4,1,754,"00:47:24,338","00:47:27,708","Ser Dontos.
The king's nameday celebration.
"
4,1,755,"00:47:27,742","00:47:30,010","I'm sorry.
I should have remembered.
"
4,1,756,"00:47:30,044","00:47:32,079","I can't accept your apology.
"
4,1,757,"00:47:32,113","00:47:35,582","I may be a fool,
but I'm a living fool, thanks to you.
"
4,1,758,"00:47:35,616","00:47:37,984","Anyone would have
done the same.
"
4,1,759,"00:47:38,019","00:47:39,953","But only you did.
"
4,1,760,"00:47:39,987","00:47:42,489","I can never repay you.
"
4,1,761,"00:47:42,523","00:47:45,859","You gave me my life.
But this,
"
4,1,762,"00:47:45,893","00:47:49,129","this is worth
more than my life.
"
4,1,763,"00:47:51,132","00:47:54,501","It belonged to my mother
and her mother before her.
"
4,1,764,"00:47:54,535","00:47:56,403","House Hollard was strong once.
"
4,1,765,"00:47:56,437","00:47:58,438","House on the rise.
"
4,1,766,"00:47:58,473","00:48:01,007","That's all that's left
of those days,
"
4,1,767,"00:48:01,042","00:48:04,878","thanks to a few sad,
fat drunks like me.
"
4,1,768,"00:48:04,912","00:48:06,847","I can't take it.
"
4,1,769,"00:48:06,881","00:48:09,950","It's very, very kind of you,
but I can't.
"
4,1,770,"00:48:09,984","00:48:12,152","I don't have
anything else left.
"
4,1,771,"00:48:12,186","00:48:14,688","That's all.
"
4,1,772,"00:48:14,722","00:48:16,423","Take it.
Wear it.
"
4,1,773,"00:48:16,457","00:48:19,025","Let my name have
one more moment in the sun
"
4,1,774,"00:48:19,060","00:48:21,294","before it disappears
from the world.
"
4,1,775,"00:48:25,333","00:48:28,168","I'll wear it with pride,
Ser Dontos.
"
4,1,776,"00:48:28,202","00:48:30,470","Yeah.
"
4,1,777,"00:48:45,119","00:48:47,354","<i>( flies buzzing )</i>
"
4,1,778,"00:48:56,600","00:48:58,441","Arya: <i>When am I going to get</i>
<i>a horse of my own?</i>
"
4,1,779,"00:48:58,466","00:49:00,767","The little lady wants a pony.
"
4,1,780,"00:49:00,802","00:49:03,603","The little lady wants
away from your stench.
"
4,1,781,"00:49:03,638","00:49:06,540","Horses aren't easy to come by.
"
4,1,782,"00:49:06,574","00:49:07,579","Even if they were,
"
4,1,783,"00:49:07,604","00:49:09,502","you think I'm gonna put
you on your own horse?
"
4,1,784,"00:49:10,344","00:49:13,814","Watch the only thing of value
I've got in the world ride away?
"
4,1,785,"00:49:13,848","00:49:16,683","Why don't you have any money?
"
4,1,786,"00:49:16,717","00:49:19,252","Didn't you steal anything from Joffrey
before you left?
"
4,1,787,"00:49:19,287","00:49:21,254","No.
"
4,1,788,"00:49:21,289","00:49:23,323","You're not very smart, are you?
"
4,1,789,"00:49:23,357","00:49:25,292","I'm not a thief.
"
4,1,790,"00:49:25,326","00:49:27,327","You're fine with
murdering little boys,
"
4,1,791,"00:49:27,361","00:49:29,229","but thieving is beneath you?
"
4,1,792,"00:49:29,263","00:49:31,932","A man's got to have a code.
"
4,1,793,"00:49:31,966","00:49:34,401","You think I'm gonna escape?
"
4,1,794,"00:49:34,435","00:49:36,436","Where would I go?
"
4,1,795,"00:49:36,470","00:49:38,405","I'd be dead by nightfall
without you.
"
4,1,796,"00:49:38,439","00:49:40,907","My family's gone.
I've got no one.
"
4,1,797,"00:49:42,009","00:49:44,211","You've got an aunt in the Vale.
"
4,1,798,"00:49:44,245","00:49:47,447","Your rich Aunt Lysa.
After I sell you to her,
"
4,1,799,"00:49:47,481","00:49:49,482","maybe she'll have
enough left over
"
4,1,800,"00:49:49,517","00:49:51,651","to buy you that pony
you want so much.
"
4,1,801,"00:49:54,789","00:49:58,058","Arya: <i>I'm hungry.</i>
<i>You're hungry.</i>
"
4,1,802,"00:49:58,092","00:50:00,627","Five horses, five men.
"
4,1,803,"00:50:00,661","00:50:04,197","More than I feel like
killing on an empty stomach.
"
4,1,804,"00:50:10,972","00:50:12,806","I know him.
"
4,1,805,"00:50:12,840","00:50:15,575","<i>The small one.</i>
<i>His name is Polliver.</i>
"
4,1,806,"00:50:15,610","00:50:18,712","He captured us
and took us to Harrenhal.
"
4,1,807,"00:50:18,746","00:50:20,981","( urinating )
"
4,1,808,"00:50:21,015","00:50:22,916","He killed Lommy.
"
4,1,809,"00:50:22,984","00:50:24,718","What the fuck's a Lommy?
"
4,1,810,"00:50:24,752","00:50:27,287","He was my friend.
"
4,1,811,"00:50:27,321","00:50:30,290","Polliver stole my sword
and put it right through his neck.
"
4,1,812,"00:50:32,693","00:50:33,793","He's still got it.
"
4,1,813,"00:50:33,828","00:50:35,562","Hound:
<i>Got what?</i>
"
4,1,814,"00:50:35,596","00:50:37,464","My sword Needle.
"
4,1,815,"00:50:37,498","00:50:41,334","Needle?
Of course you named your sword.
"
4,1,816,"00:50:41,369","00:50:42,669","Lots of people
name their swords.
"
4,1,817,"00:50:42,703","00:50:44,838","Lots of cunts.
"
4,1,818,"00:50:50,211","00:50:52,846","What are you–
get back here.
"
4,1,819,"00:50:52,880","00:50:54,481","My brother gave me that sword.
"
4,1,820,"00:50:54,515","00:50:57,217","— Get back here.
— He killed my friend.
"
4,1,821,"00:50:57,251","00:50:58,985","I don't care
if he ate your friend.
"
4,1,822,"00:50:59,020","00:51:00,954","We're not going in there.
"
4,1,823,"00:51:04,558","00:51:07,260","— <i>( man laughing )</i>
— Man: <i>Come on, give it up.</i>
"
4,1,824,"00:51:07,295","00:51:09,429","<i>( woman whimpering )</i>
"
4,1,825,"00:51:11,465","00:51:13,566","— Come here.
— ( whimpering )
"
4,1,826,"00:51:13,601","00:51:16,670","— Let's have a feel there.
— Leave it.
"
4,1,827,"00:51:45,866","00:51:47,801","— ( laughing )
— Come here.
"
4,1,828,"00:51:49,804","00:51:51,638","Please, she's a good girl.
"
4,1,829,"00:51:51,672","00:51:53,273","Shut your mouth
and pour us more ale
"
4,1,830,"00:51:53,307","00:51:55,742","and we may not take
her with us when we're done with her.
"
4,1,831,"00:52:00,581","00:52:02,649","I know you.
"
4,1,832,"00:52:05,353","00:52:07,053","You're the Hound.
"
4,1,833,"00:52:09,323","00:52:11,091","<i>Pour our new friend some ale.</i>
"
4,1,834,"00:52:14,128","00:52:17,831","What brings you so far north?
"
4,1,835,"00:52:17,865","00:52:19,432","I could ask the same of you.
"
4,1,836,"00:52:19,467","00:52:20,507","What are you doing up here?
"
4,1,837,"00:52:20,534","00:52:22,135","Just keeping the king's peace.
"
4,1,838,"00:52:22,169","00:52:23,903","No need.
The war's over.
"
4,1,839,"00:52:23,938","00:52:27,307","So I've heard.
Stannis defeated at the Blackwater.
"
4,1,840,"00:52:27,341","00:52:29,342","Robb Stark killed at the Twins.
"
4,1,841,"00:52:29,377","00:52:30,610","And where am I for all of it?
"
4,1,842,"00:52:30,644","00:52:32,712","Stuck with your brother.
"
4,1,843,"00:52:32,747","00:52:35,315","— Meaning no offense.
— None taken.
"
4,1,844,"00:52:35,349","00:52:37,017","He's good, the Mountain is.
"
4,1,845,"00:52:37,051","00:52:38,518","Best at what he does.
"
4,1,846,"00:52:38,552","00:52:41,821","But torture, torture,
torture, torture.
"
4,1,847,"00:52:41,856","00:52:44,591","<i>You spend enough time putting</i>
<i>the hammer to people,</i>
"
4,1,848,"00:52:44,625","00:52:47,660","<i>you start to feel like</i>
<i>a carpenter making chairs.</i>
"
4,1,849,"00:52:47,695","00:52:49,763","Drains the fun right out of it.
"
4,1,850,"00:52:49,797","00:52:51,064","And what's life
without a little fun?
"
4,1,851,"00:52:51,098","00:52:53,199","<i>( chuckles )</i>
"
4,1,852,"00:52:54,635","00:52:56,736","But I don't need
to tell you that, eh?
"
4,1,853,"00:52:58,539","00:53:01,341","She's all right.
I've had better.
"
4,1,854,"00:53:01,375","00:53:02,709","( laughs )
"
4,1,855,"00:53:04,345","00:53:06,946","You know what?
"
4,1,856,"00:53:06,981","00:53:08,815","You should come with us.
"
4,1,857,"00:53:08,849","00:53:12,719","His kind, they've always got
something hidden away somewhere.
"
4,1,858,"00:53:12,753","00:53:15,688","Gold, silver, more daughters.
"
4,1,859,"00:53:15,723","00:53:18,191","<i>Always something if you</i>
<i>know how to make them talk.</i>
"
4,1,860,"00:53:18,225","00:53:20,727","And there's plenty of him
between here and King's Landing.
"
4,1,861,"00:53:20,761","00:53:22,462","You could do well for yourself.
"
4,1,862,"00:53:22,496","00:53:24,297","We certainly have been.
"
4,1,863,"00:53:27,601","00:53:29,869","I'm not going
to King's Landing.
"
4,1,864,"00:53:29,904","00:53:32,572","Think about it.
We could do whatever we like
"
4,1,865,"00:53:32,606","00:53:35,408","wherever we go.
"
4,1,866,"00:53:35,443","00:53:37,377","These are the king's colors.
"
4,1,867,"00:53:37,411","00:53:39,379","No one's standing
in his way now.
"
4,1,868,"00:53:39,413","00:53:42,582","Which means no one's
standing in ours.
"
4,1,869,"00:53:44,018","00:53:45,852","Fuck the king.
"
4,1,870,"00:53:45,886","00:53:48,021","( chatter stops )
"
4,1,871,"00:53:55,729","00:53:58,164","When I heard that Joffrey's
dog had tucked tail
"
4,1,872,"00:53:58,199","00:54:00,300","and run from the Battle
of the Blackwater,
"
4,1,873,"00:54:00,334","00:54:02,402","I didn't believe it.
"
4,1,874,"00:54:02,436","00:54:05,138","— But here you are.
— Here I am.
"
4,1,875,"00:54:05,172","00:54:07,774","Bring me one of those chickens.
"
4,1,876,"00:54:07,808","00:54:09,943","— You got money to pay for it?
— You paid for it?
"
4,1,877,"00:54:09,977","00:54:12,378","( laughs ) No.
"
4,1,878,"00:54:12,413","00:54:14,180","But we're the king's men.
"
4,1,879,"00:54:15,449","00:54:17,750","So, you got money?
"
4,1,880,"00:54:17,785","00:54:19,586","Not a penny.
"
4,1,881,"00:54:19,620","00:54:22,489","I'll still take that chicken.
"
4,1,882,"00:54:22,523","00:54:24,224","Tell you what.
"
4,1,883,"00:54:24,291","00:54:26,292","We'll trade you.
"
4,1,884,"00:54:26,327","00:54:28,495","One of our little chickens
for one of yours.
"
4,1,885,"00:54:28,529","00:54:31,498","<i>Give us a go at your friend.</i>
"
4,1,886,"00:54:32,833","00:54:34,901","Lowell there likes them
a bit broken in.
"
4,1,887,"00:54:34,935","00:54:37,203","<i>( men chuckle )</i>
"
4,1,888,"00:54:42,309","00:54:44,644","You're a talker.
"
4,1,889,"00:54:45,913","00:54:49,282","Listening to talkers
makes me thirsty.
"
4,1,890,"00:55:04,098","00:55:06,900","Ah.
"
4,1,891,"00:55:06,934","00:55:08,902","And hungry.
"
4,1,892,"00:55:08,969","00:55:11,671","Think I'll take two chickens.
"
4,1,893,"00:55:20,147","00:55:22,849","You don't seem to
understand the situation.
"
4,1,894,"00:55:22,883","00:55:25,518","I understand that
if any more words
"
4,1,895,"00:55:25,553","00:55:28,188","come pouring out
of your cunt mouth,
"
4,1,896,"00:55:28,222","00:55:31,925","I'm gonna have to eat
every fucking chicken in this room.
"
4,1,897,"00:55:31,959","00:55:34,694","You lived your life
for the king.
"
4,1,898,"00:55:36,163","00:55:38,364","You're gonna die
for some chickens?
"
4,1,899,"00:55:39,700","00:55:41,601","Someone is.
"
4,1,900,"00:55:50,311","00:55:52,312","( shouts )
"
4,1,901,"00:56:04,458","00:56:06,693","( whimpering )
"
4,1,902,"00:56:17,671","00:56:20,073","( grunting )
"
4,1,903,"00:56:33,654","00:56:35,755","( groans )
"
4,1,904,"00:56:39,827","00:56:42,195","( screams )
"
4,1,905,"00:57:05,386","00:57:07,887","( screaming )
"
4,1,906,"00:57:07,921","00:57:10,723","( gasping )
"
4,1,907,"00:57:19,333","00:57:21,334","( grunts )
"
4,1,908,"00:57:22,603","00:57:25,204","( groans )
"
4,1,909,"00:57:29,476","00:57:31,411","( screams )
"
4,1,910,"00:57:35,783","00:57:36,916","( groans )
"
4,1,911,"00:57:38,852","00:57:41,854","Something wrong
with your leg, boy?
"
4,1,912,"00:57:41,889","00:57:43,856","What?
What do you mean?
"
4,1,913,"00:57:43,891","00:57:46,859","Can you walk?
I've got to carry you?
"
4,1,914,"00:57:46,894","00:57:48,695","Carry me?
"
4,1,915,"00:57:50,898","00:57:52,799","Fine little blade.
"
4,1,916,"00:57:58,005","00:58:00,606","Maybe I'll pick
my teeth with it.
"
4,1,917,"00:58:01,909","00:58:05,178","( gasps )
"
4,1,918,"00:58:10,551","00:58:13,086","( gurgling )
"
4,1,919,"00:58:49,523","00:59:00,032","<font color=""#ec14bd"">Sync & corrections by honeybunny</font>
<font color=""#ff0000""><b>www.addic7ed.com</b></font>
"
4,2,1,"00:00:01,092","00:00:03,512","Why did you come to King's Landing,
Prince Oberyn?
"
4,2,2,"00:00:03,632","00:00:06,937","If the Mountain killed my sister,
your father gave the order.
"
4,2,3,"00:00:07,057","00:00:09,536","The Lannisters aren't the only ones
that pay their debts.
"
4,2,4,"00:00:09,656","00:00:11,131","Ser Dontos...
"
4,2,5,"00:00:11,251","00:00:15,396","Once I was a knight, now I am only a fool.
But a living fool, thanks to you.
"
4,2,6,"00:00:15,516","00:00:18,135","— It's not a good time.
— It's never a good time.
"
4,2,7,"00:00:18,255","00:00:22,305","You have your child bride.
If you want me to leave, just say it.
"
4,2,8,"00:00:24,493","00:00:27,409","You told me to come at once if there was
anything important.
"
4,2,9,"00:00:28,092","00:00:31,308","I'm Jojen Reed. This is my sister, Meera.
"
4,2,10,"00:00:31,428","00:00:33,343","We've come a long way to find you,
Brandon.
"
4,2,11,"00:00:33,720","00:00:36,331","You're a warg. It's in your blood.
"
4,2,12,"00:00:36,718","00:00:40,016","I don't want you talking to me anymore,
until we get to Castle Black.
"
4,2,13,"00:00:40,136","00:00:41,416","We're not going to Castle Black.
"
4,2,14,"00:00:41,463","00:00:43,531","Bran needs to find the raven
beyond the Wall.
"
4,2,15,"00:00:44,288","00:00:48,346","I thank God for bringing Melisandre to us.
"
4,2,16,"00:00:48,409","00:00:50,681","She gave you a son.
"
4,2,17,"00:00:52,469","00:00:54,777","I gave you nothing.
"
4,2,18,"00:00:54,897","00:00:57,786","That's not true.
I want to see my daughter.
"
4,2,19,"00:01:00,497","00:01:04,530","I am marrying my eldest son
to a wicked little bitch from Highgarden.
"
4,2,20,"00:01:04,650","00:01:07,416","You don't really plan on staying
in the King's Guard, do you?
"
4,2,21,"00:01:07,755","00:01:11,997","Ser Jaime Lannister, a 40 year old knight
with one hand.
"
4,2,22,"00:01:12,117","00:01:15,220","I use my left hand now, Your Grace.
Makes it more of a contest.
"
4,2,23,"00:01:15,340","00:01:17,743","— Winterfell is in ruins.
— What happened out there?
"
4,2,24,"00:01:17,863","00:01:20,154","I heard the Greyjoy boy seized the place.
"
4,2,25,"00:01:20,274","00:01:22,794","I sent my bastard Ramsay to root him out.
"
4,2,26,"00:01:22,914","00:01:27,952","— Please...
— What is your name?
"
4,2,27,"00:01:28,072","00:01:29,437","Reek...
"
4,2,28,"00:01:36,559","00:01:39,111","<font color=""#ff0000"">Sync & corrections by </font><font color=""#ec14bd""><b>honeybunny</b></font>
<font color=""#ff0000""><b>—=«O»=—</b></font>
<font color=""#ff0000""><b>www.addic7ed.com</b></font>
"
4,2,29,"00:03:21,147","00:03:23,949","<i> ( woman laughing )</i>
Ramsay:<i> — Tansy!</i>
"
4,2,30,"00:03:23,983","00:03:26,802","Woman: — Tansy! Tansy!
"
4,2,31,"00:03:26,853","00:03:29,938","Ramsay: — Tansy!
— ( dogs barking )
"
4,2,32,"00:03:29,973","00:03:31,890","( growling )
"
4,2,33,"00:03:31,941","00:03:35,193","( laughing )
"
4,2,34,"00:03:38,648","00:03:41,400","( laughing )
"
4,2,35,"00:03:46,656","00:03:48,740","Ramsay: — Tansy!
"
4,2,36,"00:03:48,742","00:03:50,792","— ( screams )
— There you are.
"
4,2,37,"00:03:50,827","00:03:52,744","( barking )
"
4,2,38,"00:03:52,746","00:03:53,724","( screaming )
"
4,2,39,"00:03:53,856","00:03:56,057","I can't see her, Ramsay.
"
4,2,40,"00:03:56,108","00:03:59,478","( panting )
"
4,2,41,"00:03:59,480","00:04:01,146","Tansy!
"
4,2,42,"00:04:01,148","00:04:03,865","( whimpering )
"
4,2,43,"00:04:04,606","00:04:07,691","If you make it out
of the woods, you win!
"
4,2,44,"00:04:07,693","00:04:10,194","Run, Tansy, run!
"
4,2,45,"00:04:10,196","00:04:13,163","( screams )
"
4,2,46,"00:04:13,198","00:04:16,116","( whimpering )
"
4,2,47,"00:04:16,167","00:04:18,702","( panting, crying )
"
4,2,48,"00:04:18,704","00:04:21,705","Ramsay:<i> — Tansy.</i>
Woman:<i> — Where is she?</i>
"
4,2,49,"00:04:21,756","00:04:25,008","Ramsay:<i> — Tansy, Tansy, Tansy!</i>
( barking )
"
4,2,50,"00:04:26,878","00:04:29,463","( whimpering )
"
4,2,51,"00:04:35,603","00:04:37,554","( screams )
"
4,2,52,"00:04:42,060","00:04:44,228","( crying )
"
4,2,53,"00:04:45,780","00:04:47,839","Good girls.
Down, girls.
"
4,2,54,"00:04:47,959","00:04:49,874","Down.
"
4,2,55,"00:04:49,994","00:04:51,909","Well done.
You, too.
"
4,2,56,"00:04:52,029","00:04:55,405","— I only wounded her.
— You brought her down. That's what matters.
"
4,2,57,"00:04:55,407","00:04:58,125","A fine shot.
Wasn't it, Reek?
"
4,2,58,"00:04:58,159","00:05:00,327","A fine shot, master.
My lady.
"
4,2,59,"00:05:00,378","00:05:02,579","Please, my lord.
It hurts.
"
4,2,60,"00:05:02,630","00:05:05,249","Oh, sweet.
Don't cry.
"
4,2,61,"00:05:05,251","00:05:07,900","It will be over soon.
"
4,2,62,"00:05:09,420","00:05:11,505","She thinks she's pretty.
"
4,2,63,"00:05:11,556","00:05:13,056","Let me put one through her face.
"
4,2,64,"00:05:13,091","00:05:14,641","We have to reward
the hounds, love.
"
4,2,65,"00:05:14,676","00:05:15,807","They did all the hard work.
"
4,2,66,"00:05:15,927","00:05:18,264","Why? I did
whatever you asked.
"
4,2,67,"00:05:18,512","00:05:20,411","But you made Myranda
feel jealous.
"
4,2,68,"00:05:20,531","00:05:23,255","— Me jealous of her?
— <i> My lord, please.</i>
"
4,2,69,"00:05:23,769","00:05:26,987","You can see that your presence
has become a bit of a problem.
"
4,2,70,"00:05:27,021","00:05:28,989","— ( crying )
— ( dogs snarling, barking )
"
4,2,71,"00:05:29,023","00:05:31,024","Rip her!
Rip her!
"
4,2,72,"00:05:31,075","00:05:33,110","— Rip her!
— <i> ( Tansy screaming )</i>
"
4,2,73,"00:05:33,161","00:05:35,428","<i>( tearing )</i>
"
4,2,74,"00:05:35,548","00:05:37,575","Not so pretty now.
"
4,2,75,"00:05:50,295","00:05:53,547","Tyrion: — <i>Your new hand, it's
nicer than the old one.</i>
"
4,2,76,"00:05:53,598","00:05:54,881","Wouldn't you agree, Pod?
"
4,2,77,"00:05:54,932","00:05:56,967","Is it solid gold?
"
4,2,78,"00:05:57,018","00:06:00,020","Gilded steel.
You're not eating.
"
4,2,79,"00:06:00,054","00:06:01,972","Why is no one eating?
"
4,2,80,"00:06:01,974","00:06:04,775","My wife wastes away and my
brother starves himself.
"
4,2,81,"00:06:04,809","00:06:06,810","— I'm not hungry.
— You lost a hand,
"
4,2,82,"00:06:06,861","00:06:09,146","not a stomach.
"
4,2,83,"00:06:09,148","00:06:10,981","Try the boar.
"
4,2,84,"00:06:10,983","00:06:14,034","Cersei can't get enough of it
since one killed Robert for her.
"
